Payment_Date,Interest,Year,Purpose,Loan ID
2013-12-31,14242.210000000001,2013,boat,LL0000175
2014-12-31,13571.47,2014,boat,LL0000175
2015-12-31,12891.250000000002,2015,boat,LL0000175
2016-12-31,12201.489999999998,2016,boat,LL0000175
2017-12-31,11502.029999999999,2017,boat,LL0000175
2018-12-31,10792.71,2018,boat,LL0000175
2019-12-31,10073.380000000001,2019,boat,LL0000175
2020-12-31,9343.94,2020,boat,LL0000175
2021-12-31,8604.22,2021,boat,LL0000175
2022-12-31,7854.11,2022,boat,LL0000175
2023-12-31,7093.389999999999,2023,boat,LL0000175
2024-12-31,6321.98,2024,boat,LL0000175
2025-12-31,5539.74,2025,boat,LL0000175
2026-12-31,4746.450000000001,2026,boat,LL0000175
2027-12-31,3942.0,2027,boat,LL0000175
2028-12-31,3126.210000000001,2028,boat,LL0000175
2029-12-31,2298.9799999999996,2029,boat,LL0000175
2030-12-31,1460.03,2030,boat,LL0000175
2031-12-31,609.3100000000001,2031,boat,LL0000175
2032-12-31,18.0,2032,boat,LL0000175
2016-12-31,20955.38,2016,boat,LL0000178
2017-12-31,26853.41,2017,boat,LL0000178
2018-12-31,25594.96,2018,boat,LL0000178
2019-12-31,24318.859999999997,2019,boat,LL0000178
2020-12-31,23024.780000000002,2020,boat,LL0000178
2021-12-31,21712.469999999998,2021,boat,LL0000178
2022-12-31,20381.71,2022,boat,LL0000178
2023-12-31,19032.25,2023,boat,LL0000178
2024-12-31,17663.760000000002,2024,boat,LL0000178
2025-12-31,16276.059999999998,2025,boat,LL0000178
2026-12-31,14868.79,2026,boat,LL0000178
2027-12-31,13441.75,2027,boat,LL0000178
2028-12-31,11994.630000000001,2028,boat,LL0000178
2029-12-31,10527.130000000001,2029,boat,LL0000178
2030-12-31,9039.01,2030,boat,LL0000178
2031-12-31,7529.929999999999,2031,boat,LL0000178
2032-12-31,5999.620000000001,2032,boat,LL0000178
2033-12-31,4447.81,2033,boat,LL0000178
2034-12-31,2874.15,2034,boat,LL0000178
2035-12-31,1278.3100000000002,2035,boat,LL0000178
2036-12-31,67.61,2036,boat,LL0000178
2017-12-31,1424.5,2017,boat,LL0000195
2018-12-31,8329.35,2018,boat,LL0000195
2019-12-31,7952.43,2019,boat,LL0000195
2020-12-31,7570.159999999999,2020,boat,LL0000195
2021-12-31,7182.55,2021,boat,LL0000195
2022-12-31,6789.4800000000005,2022,boat,LL0000195
2023-12-31,6390.839999999999,2023,boat,LL0000195
2024-12-31,5986.62,2024,boat,LL0000195
2025-12-31,5576.7,2025,boat,LL0000195
2026-12-31,5161.000000000001,2026,boat,LL0000195
2027-12-31,4739.43,2027,boat,LL0000195
2028-12-31,4311.96,2028,boat,LL0000195
2029-12-31,3878.4500000000003,2029,boat,LL0000195
2030-12-31,3438.8500000000004,2030,boat,LL0000195
2031-12-31,2993.0299999999997,2031,boat,LL0000195
2032-12-31,2540.9699999999993,2032,boat,LL0000195
2033-12-31,2082.5099999999998,2033,boat,LL0000195
2034-12-31,1617.6300000000006,2034,boat,LL0000195
2035-12-31,1146.17,2035,boat,LL0000195
2036-12-31,668.1,2036,boat,LL0000195
2037-12-31,186.69000000000003,2037,boat,LL0000195
2018-12-31,7956.249999999999,2018,boat,LL0000206
2019-12-31,7455.880000000001,2019,boat,LL0000206
2020-12-31,6948.970000000001,2020,boat,LL0000206
2021-12-31,6435.42,2021,boat,LL0000206
2022-12-31,5915.2,2022,boat,LL0000206
2023-12-31,5388.150000000001,2023,boat,LL0000206
2024-12-31,4854.249999999999,2024,boat,LL0000206
2025-12-31,4313.3099999999995,2025,boat,LL0000206
2026-12-31,3765.32,2026,boat,LL0000206
2027-12-31,3210.21,2027,boat,LL0000206
2028-12-31,2647.79,2028,boat,LL0000206
2029-12-31,2078.06,2029,boat,LL0000206
2030-12-31,1500.8700000000001,2030,boat,LL0000206
2031-12-31,916.16,2031,boat,LL0000206
2032-12-31,323.76000000000005,2032,boat,LL0000206
2017-12-31,1850.4499999999998,2017,boat,LL0000234
2018-12-31,10819.999999999998,2018,boat,LL0000234
2019-12-31,10330.349999999999,2019,boat,LL0000234
2020-12-31,9833.79,2020,boat,LL0000234
2021-12-31,9330.280000000002,2021,boat,LL0000234
2022-12-31,8819.64,2022,boat,LL0000234
2023-12-31,8301.82,2023,boat,LL0000234
2024-12-31,7776.719999999999,2024,boat,LL0000234
2025-12-31,7244.219999999999,2025,boat,LL0000234
2026-12-31,6704.22,2026,boat,LL0000234
2027-12-31,6156.62,2027,boat,LL0000234
2028-12-31,5601.3,2028,boat,LL0000234
2029-12-31,5038.19,2029,boat,LL0000234
2030-12-31,4467.110000000001,2030,boat,LL0000234
2031-12-31,3888.009999999999,2031,boat,LL0000234
2032-12-31,3300.7599999999993,2032,boat,LL0000234
2033-12-31,2705.25,2033,boat,LL0000234
2034-12-31,2101.33,2034,boat,LL0000234
2035-12-31,1488.8999999999999,2035,boat,LL0000234
2036-12-31,867.85,2036,boat,LL0000234
2037-12-31,242.49999999999994,2037,boat,LL0000234
2019-12-31,4324.41,2019,boat,LL0000250
2020-12-31,25025.280000000002,2020,boat,LL0000250
2021-12-31,23431.29,2021,boat,LL0000250
2022-12-31,21816.5,2022,boat,LL0000250
2023-12-31,20180.62,2023,boat,LL0000250
2024-12-31,18523.38,2024,boat,LL0000250
2025-12-31,16844.49,2025,boat,LL0000250
2026-12-31,15143.66,2026,boat,LL0000250
2027-12-31,13420.669999999998,2027,boat,LL0000250
2028-12-31,11675.139999999996,2028,boat,LL0000250
2029-12-31,9906.849999999999,2029,boat,LL0000250
2030-12-31,8115.440000000001,2030,boat,LL0000250
2031-12-31,6300.65,2031,boat,LL0000250
2032-12-31,4462.16,2032,boat,LL0000250
2033-12-31,2599.65,2033,boat,LL0000250
2034-12-31,726.1300000000001,2034,boat,LL0000250
2019-12-31,16512.67,2019,boat,LL0000311
2020-12-31,64242.98,2020,boat,LL0000311
2021-12-31,61320.25,2021,boat,LL0000311
2022-12-31,58356.51000000001,2022,boat,LL0000311
2023-12-31,55351.12999999999,2023,boat,LL0000311
2024-12-31,52303.55,2024,boat,LL0000311
2025-12-31,49213.189999999995,2025,boat,LL0000311
2026-12-31,46079.450000000004,2026,boat,LL0000311
2027-12-31,42901.700000000004,2027,boat,LL0000311
2028-12-31,39679.35999999999,2028,boat,LL0000311
2029-12-31,36411.75,2029,boat,LL0000311
2030-12-31,33098.270000000004,2030,boat,LL0000311
2031-12-31,29738.29,2031,boat,LL0000311
2032-12-31,26331.129999999997,2032,boat,LL0000311
2033-12-31,22876.129999999997,2033,boat,LL0000311
2034-12-31,19372.63,2034,boat,LL0000311
2035-12-31,15819.929999999998,2035,boat,LL0000311
2036-12-31,12217.39,2036,boat,LL0000311
2037-12-31,8564.220000000001,2037,boat,LL0000311
2038-12-31,4859.780000000001,2038,boat,LL0000311
2039-12-31,1182.55,2039,boat,LL0000311
2019-12-31,24524.89,2019,boat,LL0000319
2020-12-31,23425.750000000004,2020,boat,LL0000319
2021-12-31,22311.140000000003,2021,boat,LL0000319
2022-12-31,21180.809999999998,2022,boat,LL0000319
2023-12-31,20034.59,2023,boat,LL0000319
2024-12-31,18872.280000000002,2024,boat,LL0000319
2025-12-31,17693.559999999998,2025,boat,LL0000319
2026-12-31,16498.28,2026,boat,LL0000319
2027-12-31,15286.18,2027,boat,LL0000319
2028-12-31,14057.039999999999,2028,boat,LL0000319
2029-12-31,12810.6,2029,boat,LL0000319
2030-12-31,11546.62,2030,boat,LL0000319
2031-12-31,10264.86,2031,boat,LL0000319
2032-12-31,8965.03,2032,boat,LL0000319
2033-12-31,7646.960000000001,2033,boat,LL0000319
2034-12-31,6310.31,2034,boat,LL0000319
2035-12-31,4954.89,2035,boat,LL0000319
2036-12-31,3580.41,2036,boat,LL0000319
2037-12-31,2186.55,2037,boat,LL0000319
2038-12-31,773.1,2038,boat,LL0000319
2016-12-31,13091.559999999998,2016,boat,LL0000327
2017-12-31,25316.75,2017,boat,LL0000327
2018-12-31,24148.05,2018,boat,LL0000327
2019-12-31,22962.9,2019,boat,LL0000327
2020-12-31,21761.08,2020,boat,LL0000327
2021-12-31,20542.350000000002,2021,boat,LL0000327
2022-12-31,19306.469999999998,2022,boat,LL0000327
2023-12-31,18053.21,2023,boat,LL0000327
2024-12-31,16782.31,2024,boat,LL0000327
2025-12-31,15493.529999999999,2025,boat,LL0000327
2026-12-31,14186.619999999997,2026,boat,LL0000327
2027-12-31,12861.320000000002,2027,boat,LL0000327
2028-12-31,11517.36,2028,boat,LL0000327
2029-12-31,10154.500000000002,2029,boat,LL0000327
2030-12-31,8772.460000000001,2030,boat,LL0000327
2031-12-31,7370.98,2031,boat,LL0000327
2032-12-31,5949.7699999999995,2032,boat,LL0000327
2033-12-31,4508.6,2033,boat,LL0000327
2034-12-31,3047.1299999999997,2034,boat,LL0000327
2035-12-31,1565.11,2035,boat,LL0000327
2036-12-31,220.29,2036,boat,LL0000327
2017-12-31,16491.53,2017,boat,LL0000400
2018-12-31,17220.13,2018,boat,LL0000400
2019-12-31,16404.98,2019,boat,LL0000400
2020-12-31,15578.380000000001,2020,boat,LL0000400
2021-12-31,14740.120000000003,2021,boat,LL0000400
2022-12-31,13890.079999999998,2022,boat,LL0000400
2023-12-31,13028.060000000001,2023,boat,LL0000400
2024-12-31,12153.900000000001,2024,boat,LL0000400
2025-12-31,11267.45,2025,boat,LL0000400
2026-12-31,10368.509999999998,2026,boat,LL0000400
2027-12-31,9456.910000000002,2027,boat,LL0000400
2028-12-31,8532.49,2028,boat,LL0000400
2029-12-31,7595.03,2029,boat,LL0000400
2030-12-31,6644.400000000001,2030,boat,LL0000400
2031-12-31,5680.400000000001,2031,boat,LL0000400
2032-12-31,4702.799999999999,2032,boat,LL0000400
2033-12-31,3711.46,2033,boat,LL0000400
2034-12-31,2706.16,2034,boat,LL0000400
2035-12-31,1686.6999999999998,2035,boat,LL0000400
2036-12-31,652.8900000000001,2036,boat,LL0000400
2037-12-31,7.29,2037,boat,LL0000400
2015-12-31,32158.58,2015,boat,LL0000527
2016-12-31,74773.98999999999,2016,boat,LL0000527
2017-12-31,71337.98999999999,2017,boat,LL0000527
2018-12-31,67853.82,2018,boat,LL0000527
2019-12-31,64320.73999999999,2019,boat,LL0000527
2020-12-31,60738.119999999995,2020,boat,LL0000527
2021-12-31,57105.22,2021,boat,LL0000527
2022-12-31,53421.35999999999,2022,boat,LL0000527
2023-12-31,49685.829999999994,2023,boat,LL0000527
2024-12-31,45897.88,2024,boat,LL0000527
2025-12-31,42056.770000000004,2025,boat,LL0000527
2026-12-31,38161.8,2026,boat,LL0000527
2027-12-31,34212.17,2027,boat,LL0000527
2028-12-31,30207.15,2028,boat,LL0000527
2029-12-31,26145.909999999996,2029,boat,LL0000527
2030-12-31,22027.72,2030,boat,LL0000527
2031-12-31,17851.74,2031,boat,LL0000527
2032-12-31,13617.16,2032,boat,LL0000527
2033-12-31,9323.170000000002,2033,boat,LL0000527
2034-12-31,4968.99,2034,boat,LL0000527
2035-12-31,863.52,2035,boat,LL0000527
2019-12-31,20695.540000000005,2019,boat,LL0000544
2020-12-31,19393.899999999998,2020,boat,LL0000544
2021-12-31,18075.250000000004,2021,boat,LL0000544
2022-12-31,16739.4,2022,boat,LL0000544
2023-12-31,15386.119999999999,2023,boat,LL0000544
2024-12-31,14015.130000000001,2024,boat,LL0000544
2025-12-31,12626.260000000002,2025,boat,LL0000544
2026-12-31,11219.259999999998,2026,boat,LL0000544
2027-12-31,9793.85,2027,boat,LL0000544
2028-12-31,8349.89,2028,boat,LL0000544
2029-12-31,6887.02,2029,boat,LL0000544
2030-12-31,5405.1,2030,boat,LL0000544
2031-12-31,3903.8000000000006,2031,boat,LL0000544
2032-12-31,2382.89,2032,boat,LL0000544
2033-12-31,842.13,2033,boat,LL0000544
2018-12-31,9981.539999999999,2018,boat,LL0000549
2019-12-31,9534.23,2019,boat,LL0000549
2020-12-31,9080.619999999999,2020,boat,LL0000549
2021-12-31,8620.61,2021,boat,LL0000549
2022-12-31,8154.159999999999,2022,boat,LL0000549
2023-12-31,7681.089999999999,2023,boat,LL0000549
2024-12-31,7201.4000000000015,2024,boat,LL0000549
2025-12-31,6714.93,2025,boat,LL0000549
2026-12-31,6221.66,2026,boat,LL0000549
2027-12-31,5721.41,2027,boat,LL0000549
2028-12-31,5214.11,2028,boat,LL0000549
2029-12-31,4699.660000000001,2029,boat,LL0000549
2030-12-31,4177.9800000000005,2030,boat,LL0000549
2031-12-31,3648.9500000000003,2031,boat,LL0000549
2032-12-31,3112.4899999999993,2032,boat,LL0000549
2033-12-31,2568.4500000000003,2033,boat,LL0000549
2034-12-31,2016.7600000000002,2034,boat,LL0000549
2035-12-31,1457.33,2035,boat,LL0000549
2036-12-31,889.99,2036,boat,LL0000549
2037-12-31,314.67,2037,boat,LL0000549
2016-12-31,18756.5,2016,boat,LL0000558
2017-12-31,17915.949999999997,2017,boat,LL0000558
2018-12-31,17063.57,2018,boat,LL0000558
2019-12-31,16199.160000000003,2019,boat,LL0000558
2020-12-31,15322.61,2020,boat,LL0000558
2021-12-31,14433.709999999997,2021,boat,LL0000558
2022-12-31,13532.280000000002,2022,boat,LL0000558
2023-12-31,12618.2,2023,boat,LL0000558
2024-12-31,11691.23,2024,boat,LL0000558
2025-12-31,10751.189999999999,2025,boat,LL0000558
2026-12-31,9797.92,2026,boat,LL0000558
2027-12-31,8831.220000000001,2027,boat,LL0000558
2028-12-31,7850.95,2028,boat,LL0000558
2029-12-31,6856.83,2029,boat,LL0000558
2030-12-31,5848.740000000002,2030,boat,LL0000558
2031-12-31,4826.46,2031,boat,LL0000558
2032-12-31,3789.77,2032,boat,LL0000558
2033-12-31,2738.4700000000003,2033,boat,LL0000558
2034-12-31,1672.3899999999999,2034,boat,LL0000558
2035-12-31,591.31,2035,boat,LL0000558
2018-12-31,11139.649999999998,2018,boat,LL0000568
2019-12-31,18427.85,2019,boat,LL0000568
2020-12-31,17572.98,2020,boat,LL0000568
2021-12-31,16706.070000000003,2021,boat,LL0000568
2022-12-31,15826.98,2022,boat,LL0000568
2023-12-31,14935.489999999998,2023,boat,LL0000568
2024-12-31,14031.449999999999,2024,boat,LL0000568
2025-12-31,13114.68,2025,boat,LL0000568
2026-12-31,12184.98,2026,boat,LL0000568
2027-12-31,11242.230000000001,2027,boat,LL0000568
2028-12-31,10286.18,2028,boat,LL0000568
2029-12-31,9316.7,2029,boat,LL0000568
2030-12-31,8333.54,2030,boat,LL0000568
2031-12-31,7336.540000000001,2031,boat,LL0000568
2032-12-31,6325.5,2032,boat,LL0000568
2033-12-31,5300.240000000001,2033,boat,LL0000568
2034-12-31,4260.530000000001,2034,boat,LL0000568
2035-12-31,3206.1899999999996,2035,boat,LL0000568
2036-12-31,2137.0000000000005,2036,boat,LL0000568
2037-12-31,1052.7599999999998,2037,boat,LL0000568
2038-12-31,115.02000000000001,2038,boat,LL0000568
2012-12-31,4495.46,2012,boat,LL0000569
2013-12-31,17489.92,2013,boat,LL0000569
2014-12-31,16694.52,2014,boat,LL0000569
2015-12-31,15887.929999999998,2015,boat,LL0000569
2016-12-31,15069.96,2016,boat,LL0000569
2017-12-31,14240.509999999998,2017,boat,LL0000569
2018-12-31,13399.340000000002,2018,boat,LL0000569
2019-12-31,12546.359999999999,2019,boat,LL0000569
2020-12-31,11681.350000000002,2020,boat,LL0000569
2021-12-31,10804.16,2021,boat,LL0000569
2022-12-31,9914.640000000001,2022,boat,LL0000569
2023-12-31,9012.59,2023,boat,LL0000569
2024-12-31,8097.82,2024,boat,LL0000569
2025-12-31,7170.159999999998,2025,boat,LL0000569
2026-12-31,6229.4800000000005,2026,boat,LL0000569
2027-12-31,5275.5199999999995,2027,boat,LL0000569
2028-12-31,4308.15,2028,boat,LL0000569
2029-12-31,3327.15,2029,boat,LL0000569
2030-12-31,2332.3300000000004,2030,boat,LL0000569
2031-12-31,1323.5,2031,boat,LL0000569
2032-12-31,322.06000000000006,2032,boat,LL0000569
2014-12-31,5427.51,2014,boat,LL0000578
2015-12-31,7720.21,2015,boat,LL0000578
2016-12-31,7209.07,2016,boat,LL0000578
2017-12-31,6691.2699999999995,2017,boat,LL0000578
2018-12-31,6166.69,2018,boat,LL0000578
2019-12-31,5635.250000000001,2019,boat,LL0000578
2020-12-31,5096.870000000001,2020,boat,LL0000578
2021-12-31,4551.48,2021,boat,LL0000578
2022-12-31,3998.94,2022,boat,LL0000578
2023-12-31,3439.1799999999994,2023,boat,LL0000578
2024-12-31,2872.09,2024,boat,LL0000578
2025-12-31,2297.59,2025,boat,LL0000578
2026-12-31,1715.6,2026,boat,LL0000578
2027-12-31,1126.0099999999998,2027,boat,LL0000578
2028-12-31,528.71,2028,boat,LL0000578
2029-12-31,42.16,2029,boat,LL0000578
2018-12-31,11264.03,2018,boat,LL0000603
2019-12-31,14200.45,2019,boat,LL0000603
2020-12-31,13254.06,2020,boat,LL0000603
2021-12-31,12295.31,2021,boat,LL0000603
2022-12-31,11324.039999999999,2022,boat,LL0000603
2023-12-31,10340.080000000002,2023,boat,LL0000603
2024-12-31,9343.269999999999,2024,boat,LL0000603
2025-12-31,8333.42,2025,boat,LL0000603
2026-12-31,7310.370000000001,2026,boat,LL0000603
2027-12-31,6273.94,2027,boat,LL0000603
2028-12-31,5223.999999999999,2028,boat,LL0000603
2029-12-31,4160.3099999999995,2029,boat,LL0000603
2030-12-31,3082.76,2030,boat,LL0000603
2031-12-31,1991.0900000000001,2031,boat,LL0000603
2032-12-31,885.1600000000002,2032,boat,LL0000603
2033-12-31,46.800000000000004,2033,boat,LL0000603
2014-12-31,8879.410000000002,2014,boat,LL0000612
2015-12-31,14688.859999999999,2015,boat,LL0000612
2016-12-31,14007.460000000001,2016,boat,LL0000612
2017-12-31,13316.439999999999,2017,boat,LL0000612
2018-12-31,12615.71,2018,boat,LL0000612
2019-12-31,11905.09,2019,boat,LL0000612
2020-12-31,11184.470000000001,2020,boat,LL0000612
2021-12-31,10453.720000000001,2021,boat,LL0000612
2022-12-31,9712.67,2022,boat,LL0000612
2023-12-31,8961.189999999999,2023,boat,LL0000612
2024-12-31,8199.119999999999,2024,boat,LL0000612
2025-12-31,7426.359999999999,2025,boat,LL0000612
2026-12-31,6642.669999999999,2026,boat,LL0000612
2027-12-31,5847.96,2027,boat,LL0000612
2028-12-31,5042.079999999999,2028,boat,LL0000612
2029-12-31,4224.8,2029,boat,LL0000612
2030-12-31,3396.08,2030,boat,LL0000612
2031-12-31,2555.6499999999996,2031,boat,LL0000612
2032-12-31,1703.3999999999994,2032,boat,LL0000612
2033-12-31,839.1500000000001,2033,boat,LL0000612
2034-12-31,91.68,2034,boat,LL0000612
2014-12-31,3297.38,2014,boat,LL0000617
2015-12-31,12686.24,2015,boat,LL0000617
2016-12-31,11873.080000000002,2016,boat,LL0000617
2017-12-31,11049.310000000001,2017,boat,LL0000617
2018-12-31,10214.730000000001,2018,boat,LL0000617
2019-12-31,9369.29,2019,boat,LL0000617
2020-12-31,8512.77,2020,boat,LL0000617
2021-12-31,7645.08,2021,boat,LL0000617
2022-12-31,6766.049999999999,2022,boat,LL0000617
2023-12-31,5875.52,2023,boat,LL0000617
2024-12-31,4973.36,2024,boat,LL0000617
2025-12-31,4059.4100000000008,2025,boat,LL0000617
2026-12-31,3133.54,2026,boat,LL0000617
2027-12-31,2195.52,2027,boat,LL0000617
2028-12-31,1245.3,2028,boat,LL0000617
2029-12-31,302.89,2029,boat,LL0000617
2013-12-31,2015.45,2013,boat,LL0000619
2014-12-31,23614.88,2014,boat,LL0000619
2015-12-31,22551.31,2015,boat,LL0000619
2016-12-31,21472.8,2016,boat,LL0000619
2017-12-31,20379.1,2017,boat,LL0000619
2018-12-31,19270.04,2018,boat,LL0000619
2019-12-31,18145.35,2019,boat,LL0000619
2020-12-31,17004.829999999998,2020,boat,LL0000619
2021-12-31,15848.29,2021,boat,LL0000619
2022-12-31,14675.460000000001,2022,boat,LL0000619
2023-12-31,13486.109999999999,2023,boat,LL0000619
2024-12-31,12280.04,2024,boat,LL0000619
2025-12-31,11057.009999999998,2025,boat,LL0000619
2026-12-31,9816.76,2026,boat,LL0000619
2027-12-31,8559.080000000002,2027,boat,LL0000619
2028-12-31,7283.69,2028,boat,LL0000619
2029-12-31,5990.339999999999,2029,boat,LL0000619
2030-12-31,4678.820000000001,2030,boat,LL0000619
2031-12-31,3348.8300000000004,2031,boat,LL0000619
2032-12-31,2000.14,2032,boat,LL0000619
2033-12-31,632.48,2033,boat,LL0000619
2017-12-31,9432.42,2017,boat,LL0000625
2018-12-31,9009.710000000001,2018,boat,LL0000625
2019-12-31,8581.05,2019,boat,LL0000625
2020-12-31,8146.34,2020,boat,LL0000625
2021-12-31,7705.55,2021,boat,LL0000625
2022-12-31,7258.53,2022,boat,LL0000625
2023-12-31,6805.22,2023,boat,LL0000625
2024-12-31,6345.51,2024,boat,LL0000625
2025-12-31,5879.360000000001,2025,boat,LL0000625
2026-12-31,5406.620000000001,2026,boat,LL0000625
2027-12-31,4927.2300000000005,2027,boat,LL0000625
2028-12-31,4441.089999999999,2028,boat,LL0000625
2029-12-31,3948.12,2029,boat,LL0000625
2030-12-31,3448.19,2030,boat,LL0000625
2031-12-31,2941.2300000000005,2031,boat,LL0000625
2032-12-31,2427.1499999999996,2032,boat,LL0000625
2033-12-31,1905.83,2033,boat,LL0000625
2034-12-31,1377.1599999999999,2034,boat,LL0000625
2035-12-31,841.0300000000001,2035,boat,LL0000625
2036-12-31,297.36,2036,boat,LL0000625
2015-12-31,5692.3,2015,boat,LL0000638
2016-12-31,6551.650000000001,2016,boat,LL0000638
2017-12-31,6243.12,2017,boat,LL0000638
2018-12-31,5930.24,2018,boat,LL0000638
2019-12-31,5612.960000000001,2019,boat,LL0000638
2020-12-31,5291.220000000001,2020,boat,LL0000638
2021-12-31,4964.9400000000005,2021,boat,LL0000638
2022-12-31,4634.030000000001,2022,boat,LL0000638
2023-12-31,4298.509999999999,2023,boat,LL0000638
2024-12-31,3958.2200000000003,2024,boat,LL0000638
2025-12-31,3613.1600000000003,2025,boat,LL0000638
2026-12-31,3263.2399999999993,2026,boat,LL0000638
2027-12-31,2908.3799999999997,2027,boat,LL0000638
2028-12-31,2548.5,2028,boat,LL0000638
2029-12-31,2183.58,2029,boat,LL0000638
2030-12-31,1813.5,2030,boat,LL0000638
2031-12-31,1438.23,2031,boat,LL0000638
2032-12-31,1057.6399999999999,2032,boat,LL0000638
2033-12-31,671.7,2033,boat,LL0000638
2034-12-31,280.31999999999994,2034,boat,LL0000638
2035-12-31,8.28,2035,boat,LL0000638
2015-12-31,9657.36,2015,boat,LL0000642
2016-12-31,22455.219999999998,2016,boat,LL0000642
2017-12-31,21423.79,2017,boat,LL0000642
2018-12-31,20377.800000000003,2018,boat,LL0000642
2019-12-31,19317.11,2019,boat,LL0000642
2020-12-31,18241.480000000003,2020,boat,LL0000642
2021-12-31,17150.74,2021,boat,LL0000642
2022-12-31,16044.64,2022,boat,LL0000642
2023-12-31,14922.990000000002,2023,boat,LL0000642
2024-12-31,13785.54,2024,boat,LL0000642
2025-12-31,12632.109999999999,2025,boat,LL0000642
2026-12-31,11462.44,2026,boat,LL0000642
2027-12-31,10276.300000000001,2027,boat,LL0000642
2028-12-31,9073.48,2028,boat,LL0000642
2029-12-31,7853.72,2029,boat,LL0000642
2030-12-31,6616.879999999999,2030,boat,LL0000642
2031-12-31,5362.54,2031,boat,LL0000642
2032-12-31,4090.5899999999997,2032,boat,LL0000642
2033-12-31,2800.7400000000002,2033,boat,LL0000642
2034-12-31,1492.7499999999998,2034,boat,LL0000642
2035-12-31,259.42,2035,boat,LL0000642
2012-12-31,7943.83,2012,boat,LL0000651
2013-12-31,22858.24,2013,boat,LL0000651
2014-12-31,21383.58,2014,boat,LL0000651
2015-12-31,19889.66,2015,boat,LL0000651
2016-12-31,18376.2,2016,boat,LL0000651
2017-12-31,16842.989999999998,2017,boat,LL0000651
2018-12-31,15289.76,2018,boat,LL0000651
2019-12-31,13716.25,2019,boat,LL0000651
2020-12-31,12122.210000000003,2020,boat,LL0000651
2021-12-31,10507.34,2021,boat,LL0000651
2022-12-31,8871.390000000001,2022,boat,LL0000651
2023-12-31,7214.08,2023,boat,LL0000651
2024-12-31,5535.13,2024,boat,LL0000651
2025-12-31,3834.2600000000007,2025,boat,LL0000651
2026-12-31,2111.1700000000005,2026,boat,LL0000651
2027-12-31,439.07,2027,boat,LL0000651
2014-12-31,3474.34,2014,boat,LL0000703
2015-12-31,9997.42,2015,boat,LL0000703
2016-12-31,9352.509999999998,2016,boat,LL0000703
2017-12-31,8699.119999999999,2017,boat,LL0000703
2018-12-31,8037.23,2018,boat,LL0000703
2019-12-31,7366.679999999999,2019,boat,LL0000703
2020-12-31,6687.39,2020,boat,LL0000703
2021-12-31,5999.200000000001,2021,boat,LL0000703
2022-12-31,5302.01,2022,boat,LL0000703
2023-12-31,4595.73,2023,boat,LL0000703
